CBO Ocupação 2002;CNAE 2.0 Classe;Faixa Etária;Escolaridade após 2005;Idade;Mun Trab;Raça Cor;Vl Remun Dezembro Nom;Sexo Trabalhador
317205;62031;04;                  08;  28;355220;09;5222.44;                  01
317205;62031;04;                  08;  29;355220;09;3900.00;                  01
317205;62031;03;                  08;  24;355220;09;6000.00;                  01
317110;62023;05;                  08;  32;355220;02;1264.00;                  01
317110;62023;03;                  08;  23;355220;02;1264.00;                  01
142520;62023;06;                  08;  41;355220;02;4000.00;                  01
212420;62040;05;                  08;  34;355220;02;8549.85;                  01
212420;62040;05;                  08;  32;355220;02;4844.90;                  01
212315;62091;04;                  08;  25;355220;02;1100.00;                  01
142530;62040;05;                  08;  33;355220;02;2593.59;                  01
317105;62023;03;                  08;  22;355220;02;4104.71;                  01
317105;62023;03;                  08;  23;355220;02;1891.00;                  01
317105;62023;03;                  08;  23;355220;02;2240.24;                  01
317105;62023;03;                  08;  21;355220;02;2984.68;                  01
317110;62023;04;                  08;  25;355220;09;1290.00;                  01
317110;62023;03;                  08;  20;355220;09;1291.04;                  01
317110;62023;03;                  08;  21;355220;09;1657.81;                  01
317110;62023;03;                  08;  21;355220;09;1290.00;                  01
317110;62023;03;                  08;  24;355220;09;4115.31;                  01
317110;62023;03;                  08;  22;355220;09;1290.00;                  01
212420;62023;04;                  08;  28;355220;02;1684.85;                  01
212420;62023;03;                  08;  24;355220;02;2202.87;                  01
212420;62091;05;                  08;  31;355220;02;2000.00;                  01
317110;62091;03;                  08;  24;355220;02;1588.71;                  01
317110;62091;03;                  08;  23;355220;02;1239.18;                  01
212420;62091;05;                  08;  35;355220;02;7249.83;                  01
142515;62091;05;                  08;  32;355220;02;4029.06;                  01
142510;62091;03;                  08;  24;355220;02;1845.93;                  01
212420;62091;03;                  08;  23;355220;02;1576.47;                  01
212420;62091;03;                  08;  23;355220;02;1860.93;                  01
317110;62015;05;                  08;  32;355220;02;3180.28;                  01
317110;62015;03;                  08;  20;355220;02;1850.00;                  01
317210;62031;05;                  08;  33;355220;02;1831.92;                  01
317105;62015;03;                  08;  24;355220;02;2911.57;                  01
212420;62040;04;                  08;  27;355220;02;2250.00;                  01
212405;62015;04;                  09;  27;355220;02;7427.72;                  01
212420;62015;04;                  09;  25;355220;02;1251.36;                  01
212405;62015;03;                  09;  22;355220;02;1397.45;                  01
212405;62015;04;                  09;  25;355220;02;4800.00;                  01
212405;62015;04;                  09;  27;355220;02;1800.00;                  01
212405;62015;03;                  09;  21;355220;02;3500.00;                  01
212405;62015;06;                  09;  46;355220;08;5200.00;                  01
212405;62015;03;                  09;  19;355220;02;2600.00;                  01
212405;62015;03;                  09;  21;355220;02;2500.00;                  01
212405;62040;06;                  09;  47;355220;02;1790.24;                  01
212405;62040;06;                  09;  48;355220;02;2562.50;                  01
212405;62040;05;                  09;  34;355220;02;1665.00;                  01
212405;62040;06;                  09;  40;355220;02;1700.00;                  01
212405;62040;05;                  09;  31;355220;02;1675.41;                  01
212405;62040;05;                  09;  33;355220;02;1665.00;                  01
212405;62040;03;                  09;  20;355220;02;1700.00;                  01
317110;62091;04;                  09;  25;355220;02;3000.00;                  01
212215;62015;05;                  09;  30;355220;09;1866.66;                  01
142510;62015;04;                  09;  29;355220;09;4431.38;                  01
212215;62015;04;                  09;  25;355220;09;1866.66;                  01
212215;62015;03;                  09;  20;355220;02;781.42;                  01
212215;62015;04;                  09;  29;355220;02;1391.12;                  01
212405;62031;05;                  09;  30;355220;09;4835.99;                  01
317110;62031;05;                  09;  38;355220;09;7800.00;                  01
317110;62031;03;                  09;  24;355220;09;2500.00;                  01
317110;62031;04;                  09;  26;355220;02;3000.00;                  01
212405;62031;05;                  09;  33;355220;09;4638.56;                  01
212405;62031;04;                  09;  29;355220;02;6781.81;                  01
212405;62031;03;                  09;  22;355220;02;4500.09;                  01
212405;62031;04;                  09;  28;355220;02;4824.37;                  01
212405;62031;05;                  09;  30;355220;02;7603.20;                  01
212405;62031;05;                  09;  31;355220;09;4665.50;                  01
212405;62031;05;                  09;  31;355220;09;7306.25;                  01
212405;62031;04;                  09;  29;355220;09;8029.33;                  01
317110;62031;04;                  09;  28;355220;08;2523.36;                  01
212405;62031;04;                  09;  28;355220;09;6300.00;                  01
212405;62031;05;                  09;  33;355220;02;6800.00;                  01
317110;62031;05;                  09;  30;355220;09;7000.00;                  01
212405;62031;04;                  09;  29;355220;02;5500.00;                  01
317110;62031;03;                  09;  22;355220;09;1861.97;                  01
212405;62031;05;                  09;  30;355220;06;12000.00;                  01
212405;62031;04;                  09;  28;355220;09;3500.00;                  01
212405;62031;04;                  09;  28;355220;02;6500.00;                  01
212405;62031;04;                  09;  28;355220;09;4500.00;                  01
212405;62031;04;                  09;  26;355220;08;4504.07;                  01
317110;62031;04;                  09;  28;355220;02;2500.00;                  01
212405;62031;05;                  09;  31;355220;02;7400.00;                  01
212405;62031;04;                  09;  27;355220;06;8016.87;                  01
212405;62031;04;                  09;  27;355220;02;4500.00;                  01
317205;62031;03;                  09;  22;355220;09;3607.51;                  01
212405;62031;04;                  09;  29;355220;09;7640.63;                  01
212405;62031;03;                  09;  24;355220;09;3206.22;                  01
317110;62031;03;                  09;  21;355220;02;1700.00;                  01
317110;62031;05;                  09;  33;355220;09;3500.00;                  01
317205;62031;03;                  09;  22;355220;09;3149.90;                  01
212405;62031;04;                  09;  25;355220;02;3225.50;                  01
317110;62031;03;                  09;  22;355220;02;3100.00;                  01
317110;62031;03;                  09;  23;355220;08;1800.00;                  01
317110;62031;03;                  09;  22;355220;09;1700.00;                  01
212405;62031;05;                  09;  30;355220;09;4868.67;                  01
212405;62031;04;                  09;  27;355220;09;5671.41;                  01
317110;62031;03;                  09;  24;355220;02;3000.00;                  01
212405;62031;04;                  09;  26;355220;02;5000.00;                  01
212405;62031;04;                  09;  26;355220;02;4300.00;                  01
212405;62031;04;                  09;  29;355220;09;4782.99;                  01
317110;62031;04;                  09;  26;355220;08;2500.00;                  01
317110;62031;04;                  09;  25;355220;09;2531.25;                  01
317110;62031;03;                  09;  24;355220;09;3000.00;                  01
317110;62031;03;                  09;  24;355220;02;1700.00;                  01
212405;62031;04;                  09;  27;355220;09;6504.37;                  01
317110;62031;03;                  09;  23;355220;02;2000.00;                  01
317110;62031;04;                  09;  25;355220;02;3000.00;                  01
317205;62031;04;                  09;  27;355220;09;4000.00;                  01
212405;62031;03;                  09;  24;355220;02;4500.00;                  01
212405;62031;04;                  09;  26;355220;08;4500.00;                  01
317110;62031;04;                  09;  25;355220;09;4510.15;                  01
212405;62031;03;                  09;  24;355220;09;3600.00;                  01
317110;62031;03;                  09;  24;355220;02;3784.90;                  01
317110;62031;04;                  09;  25;355220;02;3010.84;                  01
317110;62031;03;                  09;  21;355220;02;2009.81;                  01
317110;62031;03;                  09;  24;355220;02;2717.87;                  01
212405;62031;07;                  09;  60;355220;09;7168.69;                  01
212405;62031;07;                  09;  58;355220;09;7128.80;                  01
212205;62031;06;                  09;  47;355220;09;11500.00;                  01
212405;62031;06;                  09;  45;355220;02;6000.00;                  01
317110;62031;06;                  09;  41;355220;02;11000.00;                  01
212405;62031;05;                  09;  39;355220;02;6300.00;                  01
212405;62031;06;                  09;  42;355220;02;5700.00;                  01
317110;62031;05;                  09;  38;355220;09;15654.68;                  01
212405;62031;05;                  09;  36;355220;09;4175.00;                  01
212405;62031;06;                  09;  46;355220;09;5245.00;                  01
212405;62031;05;                  09;  37;355220;09;8384.78;                  01
212405;62031;06;                  09;  40;355220;09;6238.78;                  01
212405;62031;05;                  09;  33;355220;09;4125.50;                  01
212405;62031;05;                  09;  34;355220;09;4800.00;                  01
317110;62031;05;                  09;  35;355220;09;2009.81;                  01
212205;62031;06;                  09;  41;355220;09;10649.59;                  01
317110;62031;06;                  09;  41;355220;09;9156.88;                  01
212405;62031;06;                  09;  40;355220;09;6471.38;                  01
212405;62031;05;                  09;  36;355220;09;6738.62;                  01
212405;62031;05;                  09;  38;355220;09;3100.00;                  01
212405;62031;05;                  09;  35;355220;09;7040.12;                  01
212405;62031;05;                  09;  36;355220;09;4500.00;                  01
317110;62031;05;                  09;  31;355220;08;2300.00;                  01
212405;62031;05;                  09;  36;355220;09;5947.12;                  01
212405;62031;05;                  09;  37;355220;02;6200.00;                  01
212405;62031;05;                  09;  32;355220;09;5095.92;                  01
212405;62031;05;                  09;  35;355220;02;5000.00;                  01
212405;62031;05;                  09;  33;355220;09;5443.73;                  01
212405;62031;05;                  09;  31;355220;09;4000.00;                  01
212405;62031;05;                  09;  33;355220;09;6000.00;                  01
212405;62031;05;                  09;  32;355220;09;6493.55;                  01
142520;62031;05;                  09;  31;355220;09;12694.56;                  01
212405;62031;05;                  09;  31;355220;09;6453.91;                  01
212405;62031;05;                  09;  34;355220;09;5575.00;                  01
212405;62031;05;                  09;  30;355220;09;7056.26;                  01
212405;62031;05;                  09;  33;355220;09;6000.00;                  01
212405;62031;05;                  09;  31;355220;09;4649.84;                  01
212405;62031;05;                  09;  30;355220;09;5031.25;                  01
317110;62031;04;                  09;  29;355220;09;3322.20;                  01
212405;62031;05;                  09;  34;355220;02;7500.00;                  01
212405;62031;04;                  09;  29;355220;09;3986.91;                  01
317110;62031;05;                  09;  32;355220;09;7800.00;                  01
212405;62031;04;                  09;  29;355220;02;3626.46;                  01
212405;62031;04;                  09;  29;355220;02;4500.00;                  01
212405;62031;04;                  09;  28;355220;09;5427.00;                  01
212405;62031;04;                  09;  28;355220;09;6000.00;                  01
212405;62031;04;                  09;  25;355220;02;4260.11;                  01
212405;62031;05;                  09;  32;355220;09;6700.00;                  01
317110;62031;03;                  09;  24;355220;09;2009.81;                  01
212405;62031;05;                  09;  33;355220;08;6482.91;                  01
212405;62031;05;                  09;  35;355220;09;8681.18;                  01
317205;62031;04;                  09;  26;355220;09;3339.43;                  01
212405;62031;04;                  09;  27;355220;02;6799.83;                  01
212405;62031;05;                  09;  31;355220;09;6294.73;                  01
212405;62031;04;                  09;  26;355220;09;3225.00;                  01
212405;62031;05;                  09;  31;355220;02;6500.00;                  01
212405;62031;04;                  09;  28;355220;09;5500.00;                  01
212405;62031;04;                  09;  27;355220;02;6000.00;                  01
317110;62031;05;                  09;  30;355220;09;2009.81;                  01
212405;62031;05;                  09;  32;355220;09;4617.87;                  01
212405;62031;05;                  09;  32;355220;09;6500.00;                  01
317110;62031;04;                  09;  29;355220;09;3263.91;                  01
212405;62031;04;                  09;  27;355220;02;5000.00;                  01
212405;62031;04;                  09;  28;355220;09;5800.00;                  01
212405;62031;04;                  09;  26;355220;09;5604.45;                  01
317110;62031;03;                  09;  24;355220;02;3500.00;                  01
212405;62031;05;                  09;  32;355220;09;8334.82;                  01
212405;62031;04;                  09;  26;355220;02;6983.90;                  01
212405;62031;04;                  09;  28;355220;02;5300.00;                  01
212405;62031;04;                  09;  28;355220;09;5000.00;                  01
212405;62031;05;                  09;  30;355220;09;3325.20;                  01
212405;62031;04;                  09;  27;355220;08;6000.00;                  01
212405;62031;05;                  09;  30;355220;09;6000.00;                  01
142520;62031;06;                  09;  45;355220;02;13000.00;                  01
212405;62031;05;                  09;  31;355220;09;9074.05;                  01
212405;62031;05;                  09;  30;355220;09;4100.00;                  01
212405;62031;04;                  09;  27;355220;02;6500.00;                  01
212405;62031;04;                  09;  29;355220;09;4638.96;                  01
317110;62031;04;                  09;  29;355220;02;1935.00;                  01
317110;62023;04;                  09;  27;355220;09;2500.00;                  01
212405;62023;05;                  09;  33;355220;02;3000.00;                  01
212405;62023;04;                  09;  29;355220;02;2472.50;                  01
212405;62023;05;                  09;  33;355220;02;4122.12;                  01
212405;62023;04;                  09;  25;355220;02;2472.50;                  01
212405;62023;03;                  09;  22;355220;02;2506.90;                  01
142535;62040;06;                  09;  45;355220;02;14136.13;                  01
212420;62040;06;                  09;  44;355220;02;6111.37;                  01
212420;62040;06;                  09;  41;355220;02;6069.12;                  01
142535;62040;05;                  09;  35;355220;02;17102.46;                  01
212420;62040;05;                  09;  35;355220;02;4525.27;                  01
212420;62040;05;                  09;  30;355220;02;9999.77;                  01
212420;62040;04;                  09;  29;355220;02;5376.50;                  01
212420;62040;05;                  09;  33;355220;02;9078.64;                  01
212420;62040;05;                  09;  34;355220;02;11312.75;                  01
142520;62040;05;                  09;  33;355220;02;10168.57;                  01
212420;62040;06;                  09;  42;355220;02;5389.70;                  01
212420;62040;04;                  09;  29;355220;08;3285.88;                  01
212420;62040;03;                  09;  24;355220;02;2112.77;                  01
212420;62040;03;                  09;  24;355220;02;1588.25;                  01
212420;62040;03;                  09;  19;355220;09;1081.00;                  01
317110;62023;04;                  09;  27;355220;02;5500.00;                  01
212405;62023;04;                  09;  29;355220;02;5017.72;                  01
212410;62091;04;                  09;  29;355220;02;3778.58;                  01
212415;62015;05;                  09;  33;355220;02;3193.56;                  01
317110;62023;04;                  09;  26;355220;09;1290.00;                  01
142520;62040;06;                  09;  41;355220;08;10903.34;                  01
212405;62040;04;                  09;  29;355220;08;6895.44;                  01
212405;62040;03;                  09;  23;355220;08;3282.25;                  01
212405;62040;04;                  09;  27;355220;08;3386.82;                  01
212405;62040;05;                  09;  37;355220;02;8828.94;                  01
317110;62040;05;                  09;  30;355220;02;6301.20;                  01
212405;62040;04;                  09;  28;355220;02;5714.78;                  01
317110;62040;05;                  09;  30;355220;08;4724.39;                  01
212405;62040;04;                  09;  27;355220;08;3831.63;                  01
212405;62040;03;                  09;  24;355220;02;3334.28;                  01
212405;62040;03;                  09;  23;355220;08;3732.72;                  01
212405;62040;03;                  09;  24;355220;08;5047.17;                  01
212405;62040;03;                  09;  24;355220;02;3335.08;                  01
212405;62040;03;                  09;  23;355220;02;3322.00;                  01
212405;62023;05;                  09;  34;355220;02;5334.63;                  01
142510;62023;05;                  09;  30;355220;02;6986.73;                  01
212405;62023;05;                  09;  33;355220;02;4670.02;                  01
212405;62023;04;                  09;  25;355220;08;3710.83;                  01
212405;62023;03;                  09;  23;355220;02;3670.83;                  01
212420;62023;04;                  09;  29;355220;02;4095.10;                  01
212405;62023;04;                  09;  25;355220;02;1614.54;                  01
212405;62023;03;                  09;  24;355220;02;2157.42;                  01
212405;62023;03;                  09;  23;355220;02;2075.51;                  01
212405;62023;03;                  09;  22;355220;02;1500.00;                  01
212405;62023;03;                  09;  20;355220;02;1430.00;                  01
212405;62023;04;                  09;  25;355220;02;1900.00;                  01
212420;62023;04;                  09;  25;355220;02;2394.51;                  01
212405;62023;03;                  09;  23;355220;02;6578.65;                  01
212405;62023;04;                  09;  25;355220;02;1514.62;                  01
212405;62031;07;                  09;  51;355220;02;5460.59;                  01
212405;62031;06;                  09;  44;355220;09;4207.94;                  01
212415;62031;06;                  09;  42;355220;09;3347.62;                  01
212405;62031;06;                  09;  41;355220;02;8883.74;                  01
212405;62031;05;                  09;  36;355220;09;3120.00;                  01
212405;62031;05;                  09;  35;355220;02;2469.58;                  01
212405;62031;05;                  09;  33;355220;02;5811.51;                  01
212420;62031;05;                  09;  34;355220;09;3496.31;                  01
212405;62031;05;                  09;  39;355220;02;3014.47;                  01
212405;62031;05;                  09;  35;355220;09;5898.93;                  01
212405;62031;05;                  09;  34;355220;02;6301.05;                  01
212405;62031;05;                  09;  32;355220;09;3062.62;                  01
212405;62031;04;                  09;  28;355220;02;2230.42;                  01
212405;62031;05;                  09;  32;355220;09;3070.12;                  01
212405;62031;05;                  09;  34;355220;09;4528.87;                  01
212405;62031;04;                  09;  29;355220;02;1600.00;                  01
212405;62031;04;                  09;  26;355220;09;3319.52;                  01
212405;62031;05;                  09;  31;355220;09;3822.51;                  01
212405;62031;04;                  09;  26;355220;09;1578.90;                  01
212405;62031;04;                  09;  28;355220;02;5694.95;                  01
212405;62031;04;                  09;  26;355220;09;1728.00;                  01
212405;62031;04;                  09;  28;355220;04;3319.52;                  01
212420;62031;03;                  09;  24;355220;09;1807.45;                  01
212405;62031;04;                  09;  26;355220;09;1652.16;                  01
212420;62091;05;                  09;  30;355220;02;2947.65;                  01
212420;62031;04;                  09;  25;355220;02;1306.83;                  01
317110;62031;03;                  09;  23;355220;02;1264.00;                  01
212405;62031;04;                  09;  25;355220;02;2923.61;                  01
212420;62023;06;                  09;  43;355220;02;6480.00;                  01
212405;62023;05;                  09;  37;355220;02;4830.00;                  01
212405;62023;05;                  09;  33;355220;02;3300.00;                  01
317110;62023;03;                  09;  24;355220;02;2700.00;                  01
212420;62091;04;                  09;  25;355220;02;2500.00;                  01
212305;62015;05;                  09;  32;355220;02;5136.40;                  01
212405;62015;05;                  09;  35;355220;02;2945.00;                  01
212420;62040;05;                  09;  32;355220;02;5627.04;                  01
212405;62023;05;                  09;  32;355220;09;2500.00;                  01
212405;62091;05;                  09;  31;355220;02;4827.30;                  01
212405;62091;07;                  09;  51;355220;02;5724.50;                  01
142505;62091;04;                  09;  27;355220;02;3432.89;                  01
142510;62091;04;                  09;  27;355220;09;883.53;                  01
212405;62091;03;                  09;  20;355220;02;1491.00;                  01
212405;62091;03;                  09;  24;355220;02;1207.57;                  01
212405;62091;03;                  09;  24;355220;02;2165.91;                  01
317110;62015;03;                  09;  24;355220;02;1350.00;                  01
212420;62015;05;                  09;  33;355220;02;3600.00;                  01
317210;62031;03;                  09;  23;355220;02;1714.12;                  01
212405;62023;03;                  09;  22;355220;02;1900.00;                  01
212420;62040;04;                  09;  28;355220;02;1312.60;                  01
212405;62091;04;                  09;  27;355220;02;1600.00;                  01
212405;62091;05;                  09;  32;355220;09;4800.00;                  01
212405;62091;05;                  09;  30;355220;09;8200.00;                  01
212405;62091;03;                  09;  23;355220;04;1600.00;                  01
212405;63119;04;                  09;  28;355220;02;2150.00;                  01
212405;63119;04;                  09;  27;355220;02;1700.00;                  01
212405;62040;06;                  09;  44;355220;02;1500.00;                  01
212405;62040;05;                  09;  36;355220;02;4325.55;                  01
212405;62040;04;                  09;  29;355220;02;1671.51;                  01
212405;62040;05;                  09;  30;355220;02;1608.44;                  01
212405;62040;05;                  09;  31;355220;02;1500.00;                  01
142520;62040;05;                  09;  31;355220;02;5000.00;                  01
212405;62040;03;                  09;  24;355220;02;1671.51;                  01
212405;62040;03;                  09;  22;355220;02;3091.94;                  01
212405;62040;04;                  09;  25;355220;02;2566.67;                  01
212405;62040;06;                  09;  42;355220;02;2000.00;                  01
212405;62040;04;                  09;  28;355220;02;1500.00;                  01
212405;62040;03;                  09;  23;355220;02;5852.82;                  01
212405;62040;03;                  09;  21;355220;02;3948.20;                  01
212405;62023;05;                  09;  31;355220;02;2800.00;                  01
212405;62023;04;                  09;  25;355220;02;2472.50;                  01
212405;62023;04;                  09;  26;355220;02;3466.88;                  01
212420;62031;05;                  09;  34;355220;02;3359.59;                  01
212405;62031;05;                  09;  30;355220;02;3808.31;                  01
212405;62031;04;                  09;  28;355220;09;3093.00;                  01
212405;62031;04;                  09;  29;355220;02;2627.62;                  01
212405;62031;05;                  09;  37;355220;02;4619.43;                  01
212405;62031;03;                  09;  24;355220;04;2300.00;                  01
212405;62031;03;                  09;  24;355220;08;2759.27;                  01
212405;62031;03;                  09;  24;355220;04;3618.20;                  01
212405;63119;03;                  09;  24;355220;02;1340.77;                  01
212405;62015;05;                  10;  36;355220;02;3800.00;                  01
212420;62040;05;                  10;  31;355220;02;5675.99;                  01
212420;62040;04;                  07;  26;355220;02;3193.39;                  02
212420;62040;03;                  07;  21;355220;02;1691.36;                  02
212420;62040;03;                  07;  23;355220;02;1649.86;                  02
317110;62023;04;                  07;  26;355220;09;1251.49;                  02
317110;63194;03;                  07;  23;355220;02;1881.25;                  02
212420;62015;06;                  07;  43;355220;02;3971.13;                  02
212420;62031;03;                  07;  21;355220;02;1729.86;                  02
212420;62031;03;                  07;  19;355220;09;1363.06;                  02
212410;62015;03;                  08;  24;355220;02;2005.95;                  02
317110;62031;03;                  08;  21;355220;02;2502.38;                  02
317110;62031;04;                  08;  25;355220;09;1610.00;                  02
317205;62031;03;                  08;  23;355220;09;3517.84;                  02
317110;62031;04;                  08;  28;355220;02;2121.99;                  02
212420;62040;04;                  08;  25;355220;09;1081.00;                  02
317105;62023;03;                  08;  23;355220;02;1620.37;                  02
317110;62023;03;                  08;  24;355220;09;2172.38;                  02
317110;62023;03;                  08;  23;355220;09;1290.67;                  02
212420;62015;05;                  08;  31;355220;02;2150.00;                  02
212420;62031;05;                  08;  32;355220;02;4425.10;                  02
317105;62031;03;                  08;  18;355220;02;1264.00;                  02
317110;62091;03;                  08;  22;355220;02;2555.32;                  02
212405;62015;05;                  09;  39;355220;02;3472.25;                  02
212405;62015;04;                  09;  26;355220;02;3000.00;                  02
212420;62091;04;                  09;  26;355220;02;2526.25;                  02
212215;62015;03;                  09;  24;355220;09;1866.66;                  02
212405;62031;05;                  09;  31;355220;09;4000.00;                  02
212405;62031;05;                  09;  35;355220;02;5916.31;                  02
212405;62031;06;                  09;  46;355220;09;6800.00;                  02
212405;62031;04;                  09;  26;355220;09;4520.28;                  02
317110;62031;04;                  09;  26;355220;09;3701.95;                  02
212405;62031;03;                  09;  24;355220;09;3202.50;                  02
317110;62031;04;                  09;  25;355220;02;3000.00;                  02
212405;62031;04;                  09;  27;355220;09;4685.10;                  02
