CBO Ocupação 2002;CNAE 2.0 Classe;Faixa Etária;Escolaridade após 2005;Idade;Mun Trab;Raça Cor;Vl Remun Dezembro Nom;Sexo Trabalhador
317110;62023;03;                  07;  20;355220;09;1200.00;                  01
317110;63194;03;                  07;  22;355220;02;1500.00;                  01
317110;62091;04;                  07;  29;355220;02;1175.00;                  01
142520;62091;04;                  07;  29;355220;02;2172.94;                  01
212420;62091;04;                  07;  27;355220;02;2372.24;                  01
212420;62091;05;                  07;  37;355220;02;2453.93;                  01
142510;62091;03;                  07;  20;355220;02;1400.39;                  01
212420;62091;03;                  07;  19;355220;02;933.33;                  01
317110;62091;03;                  08;  22;355220;02;1736.47;                  01
317110;62091;03;                  08;  22;355220;02;1192.44;                  01
212420;62091;03;                  08;  24;355220;02;2048.04;                  01
317110;62091;03;                  08;  23;355220;02;2076.38;                  01
317110;62091;03;                  08;  22;355220;02;1664.40;                  01
212420;62091;03;                  08;  23;355220;02;1884.13;                  01
317110;62091;04;                  08;  25;355220;02;2171.63;                  01
317110;62091;03;                  08;  24;355220;02;1408.95;                  01
212420;62040;05;                  08;  33;355220;02;6362.86;                  01
212420;62040;05;                  08;  31;355220;02;4675.71;                  01
317205;62031;06;                  08;  40;355220;09;4500.00;                  01
317205;62031;05;                  08;  34;355220;09;4500.00;                  01
317110;62031;04;                  08;  28;355220;09;1800.00;                  01
317110;62031;04;                  08;  29;355220;09;1600.00;                  01
317110;62031;04;                  08;  28;355220;09;1800.00;                  01
317205;62031;04;                  08;  27;355220;09;4500.00;                  01
317205;62031;04;                  08;  28;355220;09;3000.00;                  01
317205;62031;03;                  08;  23;355220;09;4000.00;                  01
317205;62031;04;                  08;  26;355220;09;4444.50;                  01
317110;62031;03;                  08;  22;355220;09;1702.81;                  01
317110;62031;03;                  08;  20;355220;09;1600.00;                  01
317205;62031;04;                  08;  26;355220;09;3000.00;                  01
317110;62031;03;                  08;  20;355220;09;1600.00;                  01
317110;62031;03;                  08;  21;355220;09;1900.00;                  01
317110;62031;03;                  08;  21;355220;09;1800.00;                  01
317110;62031;04;                  08;  26;355220;09;2803.18;                  01
317110;62031;03;                  08;  22;355220;09;1600.00;                  01
317110;62031;03;                  08;  21;355220;09;1600.00;                  01
317205;62031;03;                  08;  24;355220;09;5700.00;                  01
317110;62031;03;                  08;  22;355220;09;1800.00;                  01
317110;62031;04;                  08;  28;355220;09;1600.00;                  01
317110;62031;03;                  08;  23;355220;09;1600.00;                  01
317110;62031;03;                  08;  20;355220;09;1599.96;                  01
317110;62031;03;                  08;  20;355220;09;1600.00;                  01
317110;62031;03;                  08;  23;355220;09;2000.00;                  01
317205;62031;03;                  08;  24;355220;09;3512.68;                  01
317110;62031;03;                  08;  22;355220;09;2150.00;                  01
317205;62031;03;                  08;  22;355220;09;3709.14;                  01
317110;62031;03;                  08;  20;355220;09;1600.00;                  01
317110;62031;05;                  08;  30;355220;09;1600.00;                  01
317110;62031;03;                  08;  20;355220;09;1600.00;                  01
317110;62031;03;                  08;  22;355220;09;2200.00;                  01
317205;62031;03;                  08;  23;355220;09;3500.00;                  01
317205;62031;03;                  08;  24;355220;09;17865.82;                  01
212420;62091;03;                  08;  22;355220;02;1300.00;                  01
142520;62023;06;                  08;  40;355220;02;4000.00;                  01
317110;62031;04;                  08;  26;355220;02;1444.50;                  01
317120;62031;05;                  08;  31;355220;02;2300.00;                  01
317120;62031;03;                  08;  23;355220;02;1100.00;                  01
317110;62015;05;                  08;  31;355220;02;2500.00;                  01
317110;62015;04;                  08;  27;355220;02;2500.00;                  01
317110;62015;03;                  08;  19;355220;02;1249.99;                  01
317110;62015;03;                  08;  23;355220;02;2000.00;                  01
212420;62031;05;                  08;  32;355220;02;1487.10;                  01
317105;62015;03;                  08;  23;355220;02;2708.44;                  01
212420;62031;04;                  08;  25;355220;09;1200.00;                  01
317105;62023;03;                  08;  21;355220;02;3553.53;                  01
317105;62023;03;                  08;  21;355220;02;9786.11;                  01
317105;62023;04;                  08;  25;355220;02;1900.00;                  01
317105;62023;03;                  08;  24;355220;02;3742.45;                  01
317105;62023;03;                  08;  20;355220;02;10887.69;                  01
317120;62023;04;                  08;  25;355220;02;1100.00;                  01
317120;62023;03;                  08;  24;355220;02;1100.00;                  01
317110;62091;03;                  08;  23;355220;02;1047.82;                  01
317110;62091;03;                  08;  22;355220;02;1133.04;                  01
317115;63119;03;                  08;  24;355220;09;2200.00;                  01
317105;62091;04;                  08;  29;355220;02;1500.00;                  01
317110;62023;03;                  08;  20;355220;09;1700.00;                  01
317110;62023;03;                  08;  23;355220;09;2201.55;                  01
317110;62023;03;                  08;  20;355220;09;1700.00;                  01
317110;62023;03;                  08;  20;355220;09;1700.00;                  01
142510;62091;03;                  08;  23;355220;02;2167.12;                  01
212215;62015;04;                  09;  29;355220;09;1518.00;                  01
212215;62015;03;                  09;  24;355220;09;1518.00;                  01
212215;62015;03;                  09;  24;355220;09;1518.00;                  01
212405;62091;05;                  09;  33;355220;02;4962.45;                  01
212405;62091;05;                  09;  32;355220;02;4494.00;                  01
212405;62091;05;                  09;  33;355220;02;5694.81;                  01
212405;62091;03;                  09;  24;355220;08;3176.24;                  01
317110;62091;04;                  09;  28;355220;02;3214.36;                  01
212405;62091;03;                  09;  24;355220;02;1884.16;                  01
212405;62091;03;                  09;  22;355220;02;3176.24;                  01
142535;62040;06;                  09;  44;355220;02;14590.01;                  01
212420;62040;06;                  09;  43;355220;02;12737.29;                  01
212420;62040;06;                  09;  40;355220;02;5652.63;                  01
142535;62040;05;                  09;  34;355220;02;18749.78;                  01
212420;62040;05;                  09;  34;355220;02;5307.95;                  01
212420;62040;04;                  09;  29;355220;02;7492.67;                  01
212420;62040;04;                  09;  28;355220;02;8081.74;                  01
212420;62040;05;                  09;  32;355220;02;6021.71;                  01
212420;62040;05;                  09;  33;355220;02;7168.36;                  01
212420;62040;04;                  09;  25;355220;02;3911.89;                  01
212420;62040;06;                  09;  41;355220;02;6274.88;                  01
212420;62040;04;                  09;  28;355220;08;2519.14;                  01
212420;62040;03;                  09;  23;355220;02;2008.11;                  01
212405;62040;06;                  09;  42;355220;02;1600.00;                  01
212405;62040;05;                  09;  38;355220;02;1665.00;                  01
212405;62040;06;                  09;  43;355220;02;1665.00;                  01
212405;62040;05;                  09;  39;355220;02;1618.67;                  01
212405;62040;05;                  09;  33;355220;02;1600.00;                  01
212405;62040;05;                  09;  30;355220;02;1665.00;                  01
212405;62040;05;                  09;  38;355220;02;2065.00;                  01
212405;62040;04;                  09;  29;355220;02;1665.34;                  01
212405;62040;06;                  09;  41;355220;02;1665.00;                  01
212405;62040;03;                  09;  24;355220;02;1628.00;                  01
212405;62040;07;                  09;  52;355220;02;1665.00;                  01
212405;62040;07;                  09;  56;355220;02;2500.00;                  01
212405;62040;06;                  09;  46;355220;02;1665.34;                  01
212405;62040;06;                  09;  47;355220;02;2500.00;                  01
212310;63119;04;                  09;  27;355220;09;2200.00;                  01
212405;62031;07;                  09;  59;355220;09;6668.55;                  01
212405;62031;07;                  09;  57;355220;09;6631.45;                  01
212405;62031;06;                  09;  46;355220;09;8000.00;                  01
317110;62031;05;                  09;  37;355220;09;11927.38;                  01
212405;62031;05;                  09;  35;355220;09;4000.00;                  01
212405;62031;06;                  09;  45;355220;09;5499.67;                  01
212405;62031;05;                  09;  36;355220;09;7550.07;                  01
212405;62031;05;                  09;  32;355220;09;3700.00;                  01
212405;62031;05;                  09;  39;355220;09;6028.27;                  01
212405;62031;05;                  09;  33;355220;09;4500.00;                  01
317110;62031;05;                  09;  34;355220;09;1758.36;                  01
212205;62031;06;                  09;  40;355220;09;9584.84;                  01
317110;62031;06;                  09;  40;355220;09;9100.13;                  01
212405;62031;05;                  09;  37;355220;09;6000.00;                  01
212405;62031;05;                  09;  39;355220;09;3973.29;                  01
212405;62031;05;                  09;  35;355220;09;5538.96;                  01
317110;62031;05;                  09;  37;355220;09;2569.35;                  01
212405;62031;05;                  09;  34;355220;09;5349.50;                  01
212405;62031;05;                  09;  31;355220;09;4740.39;                  01
212405;62031;05;                  09;  32;355220;09;4601.72;                  01
212405;62031;05;                  09;  30;355220;09;4150.23;                  01
212405;62031;05;                  09;  32;355220;09;5500.00;                  01
212405;62031;05;                  09;  31;355220;09;4202.91;                  01
212405;62031;05;                  09;  32;355220;09;4117.24;                  01
212405;62031;05;                  09;  33;355220;09;5253.64;                  01
317110;62031;05;                  09;  32;355220;09;7800.00;                  01
142520;62031;05;                  09;  30;355220;09;11284.06;                  01
212405;62031;05;                  09;  30;355220;09;4959.33;                  01
212405;62031;04;                  09;  29;355220;09;6000.00;                  01
212405;62031;05;                  09;  32;355220;09;5270.11;                  01
212405;62031;05;                  09;  30;355220;09;4000.00;                  01
212405;62031;04;                  09;  29;355220;09;5000.07;                  01
212405;62031;04;                  09;  28;355220;09;3705.27;                  01
212405;62031;05;                  09;  31;355220;09;6557.70;                  01
212405;62031;04;                  09;  27;355220;09;5200.00;                  01
212405;62031;04;                  09;  27;355220;09;5300.00;                  01
317110;62031;04;                  09;  27;355220;09;2957.81;                  01
317110;62031;03;                  09;  23;355220;09;1599.96;                  01
212405;62031;05;                  09;  32;355220;08;4911.39;                  01
212405;62031;05;                  09;  34;355220;09;7571.56;                  01
317205;62031;04;                  09;  25;355220;09;3223.47;                  01
212405;62031;04;                  09;  27;355220;09;4300.00;                  01
212405;62031;05;                  09;  30;355220;09;5213.96;                  01
212405;62031;04;                  09;  25;355220;09;3000.00;                  01
212405;62031;04;                  09;  26;355220;09;3000.00;                  01
212405;62031;04;                  09;  26;355220;09;8091.64;                  01
317110;62031;04;                  09;  29;355220;09;1600.00;                  01
212405;62031;05;                  09;  36;355220;09;7818.87;                  01
212405;62031;05;                  09;  31;355220;09;3582.93;                  01
212405;62031;05;                  09;  31;355220;09;5533.61;                  01
317110;62031;04;                  09;  28;355220;09;1800.00;                  01
212405;62031;05;                  09;  30;355220;09;6633.03;                  01
212405;62031;04;                  09;  27;355220;09;4800.00;                  01
212405;62031;04;                  09;  25;355220;09;4500.00;                  01
212405;62031;05;                  09;  31;355220;09;6746.58;                  01
212405;62031;04;                  09;  27;355220;09;4235.86;                  01
212405;62031;04;                  09;  29;355220;09;3000.00;                  01
212405;62031;04;                  09;  29;355220;09;6110.01;                  01
212405;62031;05;                  09;  30;355220;09;9230.72;                  01
212405;62031;04;                  09;  29;355220;09;4000.00;                  01
317110;62031;03;                  09;  23;355220;09;1599.96;                  01
212405;62031;04;                  09;  28;355220;09;4000.00;                  01
212405;62031;04;                  09;  29;355220;09;4388.65;                  01
212405;62031;05;                  09;  32;355220;09;4500.00;                  01
212405;62031;05;                  09;  37;355220;09;7239.92;                  01
212405;62031;05;                  09;  32;355220;09;3693.34;                  01
212405;62031;05;                  09;  30;355220;09;8000.00;                  01
212405;62031;05;                  09;  30;355220;09;4300.00;                  01
212405;62031;05;                  09;  30;355220;09;7000.00;                  01
212405;62031;04;                  09;  28;355220;09;7000.00;                  01
317110;62031;04;                  09;  27;355220;08;1600.00;                  01
212405;62031;04;                  09;  27;355220;09;6000.00;                  01
212405;62031;04;                  09;  29;355220;09;5900.00;                  01
212405;62031;05;                  09;  31;355220;09;4500.00;                  01
317110;62031;03;                  09;  21;355220;09;1599.96;                  01
212405;62031;04;                  09;  29;355220;09;6200.00;                  01
212405;62031;04;                  09;  27;355220;09;541.10;                  01
212405;62031;04;                  09;  27;355220;09;3700.00;                  01
317110;62031;04;                  09;  27;355220;09;4400.00;                  01
317110;62031;03;                  09;  21;355220;09;2200.00;                  01
212405;62031;04;                  09;  28;355220;09;7500.00;                  01
212405;62031;04;                  09;  26;355220;09;4500.00;                  01
317110;62031;03;                  09;  23;355220;09;2200.00;                  01
212405;62031;06;                  09;  49;355220;09;5800.00;                  01
212405;62031;05;                  09;  34;355220;09;8511.54;                  01
212405;62031;04;                  09;  29;355220;09;3863.94;                  01
212405;62031;04;                  09;  26;355220;09;5338.74;                  01
317110;62031;03;                  09;  22;355220;09;2800.00;                  01
212405;62031;04;                  09;  28;355220;09;4082.99;                  01
317110;62031;03;                  09;  24;355220;09;2500.00;                  01
212405;62031;04;                  09;  26;355220;09;3200.00;                  01
212405;62031;04;                  09;  27;355220;09;5000.00;                  01
317110;62031;05;                  09;  31;355220;09;7800.00;                  01
317205;62031;04;                  09;  26;355220;09;3345.00;                  01
317110;62031;03;                  09;  24;355220;09;2546.31;                  01
212405;62031;03;                  09;  23;355220;09;3000.00;                  01
317110;62031;03;                  09;  22;355220;09;1900.00;                  01
212410;62091;04;                  09;  28;355220;02;3514.96;                  01
317110;62091;03;                  09;  23;355220;02;2461.00;                  01
317110;62091;03;                  09;  24;355220;02;2461.00;                  01
212405;62023;05;                  09;  32;355220;02;2300.00;                  01
212405;62023;04;                  09;  28;355220;02;2300.00;                  01
212405;62023;03;                  09;  24;355220;02;2818.51;                  01
212405;62023;03;                  09;  21;355220;02;2300.00;                  01
317110;62031;04;                  09;  27;355220;02;2300.00;                  01
212405;62015;04;                  09;  26;355220;02;6757.28;                  01
212420;62015;03;                  09;  24;355220;02;1200.00;                  01
212405;62015;03;                  09;  21;355220;02;1200.00;                  01
212405;62015;03;                  09;  22;355220;02;1500.00;                  01
212405;62015;04;                  09;  25;355220;02;1600.00;                  01
317110;62015;05;                  09;  31;355220;02;2500.00;                  01
212420;62091;03;                  09;  21;355220;02;1800.00;                  01
212405;62023;03;                  09;  24;355220;08;1800.00;                  01
212405;62023;03;                  09;  24;355220;02;2300.00;                  01
212405;62023;04;                  09;  25;355220;02;3225.00;                  01
212420;62031;05;                  09;  33;355220;02;3966.76;                  01
212420;62031;05;                  09;  33;355220;02;2916.27;                  01
212405;62031;04;                  09;  29;355220;02;2877.00;                  01
212405;62031;04;                  09;  27;355220;09;2886.06;                  01
212405;62031;05;                  09;  36;355220;02;5840.89;                  01
212405;62031;03;                  09;  23;355220;04;1605.00;                  01
212405;62031;03;                  09;  23;355220;08;2477.80;                  01
212405;62031;03;                  09;  23;355220;04;2892.05;                  01
212405;63194;03;                  09;  22;355220;09;1500.00;                  01
212405;62031;07;                  09;  50;355220;02;4962.90;                  01
212405;62031;06;                  09;  43;355220;09;3824.42;                  01
212405;62031;06;                  09;  40;355220;02;4958.24;                  01
212420;62031;05;                  09;  35;355220;09;2185.83;                  01
212405;62031;05;                  09;  32;355220;02;3504.22;                  01
212415;62031;05;                  09;  38;355220;02;2448.40;                  01
212405;62031;05;                  09;  34;355220;09;4939.95;                  01
212405;62031;05;                  09;  33;355220;02;5726.76;                  01
212405;62031;05;                  09;  31;355220;09;2783.48;                  01
212420;62031;05;                  09;  31;355220;09;2790.30;                  01
212405;62031;05;                  09;  33;355220;09;4294.98;                  01
212405;62031;04;                  09;  25;355220;09;2598.60;                  01
212405;62031;05;                  09;  30;355220;09;3474.12;                  01
212405;62031;04;                  09;  27;355220;02;5175.90;                  01
212405;62031;04;                  09;  27;355220;04;2598.60;                  01
212420;62031;03;                  09;  23;355220;09;1400.00;                  01
212415;62031;03;                  09;  24;355220;09;1900.69;                  01
317110;62091;04;                  09;  27;355220;09;3700.00;                  01
317105;63119;04;                  09;  29;355220;02;1170.00;                  01
212405;63119;04;                  09;  27;355220;02;2000.00;                  01
317110;62031;04;                  09;  28;355220;02;1170.00;                  01
212405;62023;04;                  09;  28;355220;02;8975.89;                  01
317110;62023;04;                  09;  26;355220;02;14388.25;                  01
212405;62040;03;                  09;  23;355220;02;3137.92;                  01
212405;62040;03;                  09;  22;355220;02;3087.68;                  01
142520;62040;06;                  09;  40;355220;09;9000.00;                  01
212405;62040;05;                  09;  32;355220;08;7369.51;                  01
212405;62040;03;                  09;  22;355220;09;2897.43;                  01
212405;62040;04;                  09;  26;355220;09;2750.63;                  01
212405;62040;03;                  09;  24;355220;09;3091.30;                  01
212405;62040;04;                  09;  27;355220;02;4835.74;                  01
212405;62040;04;                  09;  27;355220;02;4765.52;                  01
317110;62040;04;                  09;  29;355220;08;4534.72;                  01
212405;62040;04;                  09;  26;355220;09;3108.67;                  01
212405;62040;04;                  09;  27;355220;08;2740.33;                  01
317110;62040;03;                  09;  22;355220;02;2520.60;                  01
212405;62040;03;                  09;  23;355220;02;3104.08;                  01
212405;62040;03;                  09;  23;355220;09;3574.67;                  01
212420;62031;05;                  09;  37;355220;02;1215.66;                  01
212420;62040;04;                  09;  27;355220;02;1353.74;                  01
212405;62015;04;                  09;  27;355220;02;4055.86;                  01
212405;62015;03;                  09;  22;355220;02;2047.85;                  01
317110;63194;05;                  09;  30;355220;02;3700.00;                  01
212420;63194;05;                  09;  34;355220;02;6300.00;                  01
317110;63194;03;                  09;  21;355220;02;1100.00;                  01
212310;62040;04;                  09;  27;355220;02;3125.34;                  01
212405;62040;05;                  09;  39;355220;02;4064.00;                  01
212420;62040;05;                  09;  30;355220;02;6237.23;                  01
212310;62040;05;                  09;  30;355220;02;3957.33;                  01
212405;62091;05;                  09;  31;355220;02;7860.04;                  01
212410;62091;04;                  09;  27;355220;02;1998.91;                  01
212305;62015;05;                  09;  31;355220;02;4280.00;                  01
212405;62015;05;                  09;  34;355220;02;2675.00;                  01
212420;62023;06;                  09;  42;355220;02;5992.00;                  01
212405;62023;05;                  09;  36;355220;02;4450.00;                  01
212405;62023;05;                  09;  32;355220;02;2889.00;                  01
317110;62023;04;                  09;  27;355220;09;3500.00;                  01
317110;62023;04;                  09;  25;355220;09;1200.00;                  01
212415;62015;04;                  09;  27;355220;02;1758.62;                  01
212405;62091;05;                  09;  35;355220;02;3333.33;                  01
212405;62091;05;                  09;  30;355220;02;4416.36;                  01
212405;62091;07;                  09;  50;355220;02;5300.00;                  01
142505;62091;04;                  09;  26;355220;02;2352.99;                  01
212405;62091;03;                  09;  19;355220;02;1388.13;                  01
317110;62091;03;                  09;  24;355220;02;2959.34;                  01
212405;62091;03;                  09;  22;355220;02;1347.11;                  01
212420;62040;05;                  10;  30;355220;02;5795.74;                  01
212405;62031;05;                  10;  34;355220;09;9000.00;                  01
212420;62040;04;                  07;  25;355220;02;3567.37;                  02
212420;62040;03;                  07;  20;355220;02;1401.70;                  02
212420;62015;06;                  07;  42;355220;02;3769.11;                  02
212420;62023;05;                  07;  33;355220;02;1171.95;                  02
212420;62023;03;                  07;  21;355220;02;1170.68;                  02
212420;62031;03;                  07;  24;355220;09;1773.24;                  02
317105;63119;03;                  07;  23;355220;02;1430.00;                  02
142530;62091;05;                  07;  34;355220;02;4125.28;                  02
212420;62091;04;                  07;  29;355220;02;1873.97;                  02
212420;62091;05;                  07;  31;355220;02;3185.75;                  02
212420;62091;04;                  07;  28;355220;02;4353.86;                  02
212420;62091;04;                  07;  27;355220;02;1873.97;                  02
212420;62091;03;                  07;  23;355220;02;2436.17;                  02
317110;63194;03;                  07;  22;355220;02;1500.00;                  02
212420;62091;05;                  08;  31;355220;02;4184.87;                  02
317110;62031;03;                  08;  23;355220;09;2700.00;                  02
317110;62031;03;                  08;  20;355220;09;1681.16;                  02
317110;62031;03;                  08;  24;355220;09;1600.00;                  02
317205;62031;03;                  08;  22;355220;09;3000.00;                  02
317110;62023;03;                  08;  24;355220;02;2000.00;                  02
212415;62015;03;                  08;  23;355220;08;2000.00;                  02
317105;62023;03;                  08;  22;355220;02;4870.74;                  02
212420;62031;05;                  08;  31;355220;02;4594.90;                  02
317110;62023;03;                  08;  23;355220;09;2019.77;                  02
317110;62091;04;                  08;  28;355220;02;1175.00;                  02
317110;62091;03;                  08;  21;355220;02;1770.80;                  02
212420;62091;03;                  08;  20;355220;02;1378.92;                  02
212215;62015;03;                  09;  23;355220;09;1518.00;                  02
212215;62015;03;                  09;  23;355220;09;1380.00;                  02
212420;62091;06;                  09;  40;355220;02;4242.79;                  02
212405;62091;05;                  09;  36;355220;02;4297.86;                  02
212405;62091;05;                  09;  32;355220;02;3145.34;                  02
212420;62091;05;                  09;  33;355220;02;3737.87;                  02
142530;62091;05;                  09;  34;355220;02;11000.00;                  02
212405;62091;05;                  09;  31;355220;02;5462.70;                  02
212420;62040;05;                  09;  36;355220;08;2450.66;                  02
212420;62040;05;                  09;  37;355220;02;4533.41;                  02
212420;62040;05;                  09;  32;355220;02;4772.44;                  02
212420;62040;05;                  09;  31;355220;02;3948.90;                  02
212420;62040;04;                  09;  29;355220;02;5110.04;                  02
317115;62015;03;                  09;  23;355220;09;1177.00;                  02
212405;62040;06;                  09;  43;355220;02;1665.34;                  02
212405;62040;06;                  09;  42;355220;02;2500.00;                  02
212405;62031;06;                  09;  44;355220;09;6996.29;                  02
212405;62031;05;                  09;  38;355220;09;7157.85;                  02
212405;62031;05;                  09;  36;355220;09;7000.00;                  02
212405;62031;05;                  09;  32;355220;09;4402.82;                  02
212405;62031;06;                  09;  40;355220;09;4773.54;                  02
317110;62031;04;                  09;  26;355220;09;2500.00;                  02
212405;62031;04;                  09;  28;355220;09;4000.00;                  02
212405;62031;04;                  09;  25;355220;09;4200.00;                  02
212405;62031;04;                  09;  28;355220;09;3405.68;                  02
212405;62031;05;                  09;  30;355220;09;3512.68;                  02
212405;62031;06;                  09;  45;355220;09;6000.00;                  02
212405;62031;04;                  09;  25;355220;09;3727.12;                  02
317110;62031;04;                  09;  25;355220;09;4200.00;                  02
212405;62031;04;                  09;  26;355220;09;3512.00;                  02
317110;62031;04;                  09;  27;355220;09;3090.67;                  02
212405;62031;04;                  09;  29;355220;09;5778.62;                  02
212405;62031;04;                  09;  28;355220;09;3812.03;                  02
317110;62031;03;                  09;  23;355220;09;2811.07;                  02
317110;62031;03;                  09;  22;355220;09;1792.26;                  02
212420;62091;04;                  09;  25;355220;02;2350.00;                  02
212405;62023;03;                  09;  24;355220;02;2300.00;                  02
212420;62023;04;                  09;  25;355220;02;1733.53;                  02
212420;62031;05;                  09;  36;355220;02;1400.00;                  02
212405;62023;03;                  09;  24;355220;02;2472.50;                  02
212405;62023;03;                  09;  22;355220;02;1800.00;                  02
212405;62031;04;                  09;  28;355220;02;3311.07;                  02
212405;62031;05;                  09;  39;355220;02;1831.18;                  02
212405;62031;05;                  09;  34;355220;02;4316.68;                  02
212315;62031;03;                  09;  24;355220;09;1000.00;                  02
212415;62031;03;                  09;  22;355220;09;1498.86;                  02
212405;62040;03;                  09;  21;355220;02;2520.60;                  02
212405;62040;03;                  09;  22;355220;09;3110.28;                  02
212405;62040;03;                  09;  24;355220;02;3116.29;                  02
212405;62040;05;                  09;  31;355220;02;3107.42;                  02
212405;62040;03;                  09;  23;355220;02;1570.05;                  02
317110;62015;03;                  09;  21;355220;02;1235.92;                  02
317205;62091;05;                  09;  30;355220;02;1969.51;                  02
212405;63194;04;                  09;  28;355220;02;9499.99;                  02
212405;62023;05;                  09;  38;355220;02;6420.00;                  02
212420;62023;05;                  09;  36;355220;02;3210.00;                  02
